OBJECTID;Id;POINT_X;POINT_Y;POINT_Z;POINT_M;RASTERVALU
336;0;853971,789100000052713;988300,588800000026822;2497,514930220000224;nan;-6,1736121
337;0;854036,789100000052713;988300,588800000026822;2536,035275849999834;nan;-6,6676049
338;0;854101,789100000052713;988300,588800000026822;2584,570840400000179;nan;-7,0910277
339;0;854166,789100000052713;988300,588800000026822;2603,141630380000151;nan;-7,5850210
340;0;854231,789100000052713;988300,588800000026822;2641,703968629999963;nan;-7,7550645
341;0;854296,789100000052713;988300,588800000026822;2656,359800170000199;nan;-7,8943267
342;0;854361,789100000052713;988300,588800000026822;2679,705771509999977;nan;-8,0136938
343;0;854426,789100000052713;988300,588800000026822;2705,597118820000105;nan;-8,1176987
344;0;854491,789100000052713;988300,588800000026822;2713,616793239999879;nan;-8,1312943
345;0;854556,789100000052713;988300,588800000026822;2708,697144589999880;nan;-8,1471548
346;0;854621,789100000052713;988300,588800000026822;2689,743301770000016;nan;-8,1607494
347;0;854686,789100000052713;988300,588800000026822;2673,502770349999992;nan;-8,0920706
348;0;854751,789100000052713;988300,588800000026822;2669,720543830000224;nan;-8,0042181
349;0;854816,789100000052713;988300,588800000026822;2691,881821439999840;nan;-7,9017229
350;0;854881,789100000052713;988300,588800000026822;2710,824797199999921;nan;-7,7959204
351;0;854946,789100000052713;988300,588800000026822;2711,786334270000225;nan;-7,5677791
352;0;855011,789100000052713;988300,588800000026822;2706,805153629999950;nan;-7,3722291
353;0;855076,789100000052713;988300,588800000026822;2685,747627780000130;nan;-7,1440878
354;0;855141,789100000052713;988300,588800000026822;2647,881589820000045;nan;-6,7399559
355;0;855206,789100000052713;988300,588800000026822;2606,967541500000152;nan;-6,1467953
356;0;855271,789100000052713;988300,588800000026822;2566,119223950000105;nan;-5,6383719
357;0;855336,789100000052713;988300,588800000026822;2526,822779480000008;nan;-5,0237780
358;0;855401,789100000052713;988300,588800000026822;2510,291995810000117;nan;-4,3867507
359;0;855466,789100000052713;988300,588800000026822;2512,136341859999902;nan;-3,6435528
360;0;855531,789100000052713;988300,588800000026822;2517,780537340000137;nan;-3,0065260
361;0;853646,789100000052713;988366,588800000026822;2412,277119370000037;nan;-3,3052180
362;0;853711,789100000052713;988366,588800000026822;2412,007661480000024;nan;-3,7510219
363;0;853776,789100000052713;988366,588800000026822;2399,778518380000151;nan;-4,3097181
364;0;853841,789100000052713;988366,588800000026822;2414,713998640000227;nan;-4,7941136
365;0;853906,789100000052713;988366,588800000026822;2439,166297599999780;nan;-5,3592420
366;0;853971,789100000052713;988366,588800000026822;2490,086292269999831;nan;-5,8146176
367;0;854036,789100000052713;988366,588800000026822;2521,076240880000114;nan;-6,2781763
368;0;854101,789100000052713;988366,588800000026822;2552,254905669999971;nan;-6,6755123
369;0;854166,789100000052713;988366,588800000026822;2579,362491899999895;nan;-7,1390710
370;0;854231,789100000052713;988366,588800000026822;2605,182793599999968;nan;-7,3119874
371;0;854296,789100000052713;988366,588800000026822;2635,458204479999949;nan;-7,4613585
372;0;854361,789100000052713;988366,588800000026822;2659,371104419999938;nan;-7,5893908
373;0;854426,789100000052713;988366,588800000026822;2672,178767909999806;nan;-7,7004428
374;0;854491,789100000052713;988366,588800000026822;2681,506633659999807;nan;-7,7135177
375;0;854556,789100000052713;988366,588800000026822;2677,528975270000046;nan;-7,7287722
376;0;854621,789100000052713;988366,588800000026822;2667,022498880000057;nan;-7,7418470
377;0;854686,789100000052713;988366,588800000026822;2654,563065899999856;nan;-7,6823082
378;0;854751,789100000052713;988366,588800000026822;2645,068837190000067;nan;-7,6056314
379;0;854816,789100000052713;988366,588800000026822;2657,588720579999972;nan;-7,5161753
380;0;854881,789100000052713;988366,588800000026822;2674,404107249999925;nan;-7,4246683
381;0;854946,789100000052713;988366,588800000026822;2683,117700929999955;nan;-7,2314000
382;0;855011,789100000052713;988366,588800000026822;2676,695887970000058;nan;-7,0657420
383;0;855076,789100000052713;988366,588800000026822;2655,165874710000026;nan;-6,8724742
384;0;855141,789100000052713;988366,588800000026822;2623,823162810000213;nan;-6,4895258
385;0;855206,789100000052713;988366,588800000026822;2589,053767599999901;nan;-5,9159999
386;0;855271,789100000052713;988366,588800000026822;2547,063161680000121;nan;-5,4244065
387;0;855336,789100000052713;988366,588800000026822;2515,752613399999973;nan;-4,8323565
388;0;855401,789100000052713;988366,588800000026822;2508,066996340000060;nan;-4,2296162
389;0;855466,789100000052713;988366,588800000026822;2512,181225320000067;nan;-3,5264189
390;0;855531,789100000052713;988366,588800000026822;2519,787886220000019;nan;-2,9236786
391;0;853646,789100000052713;988432,588800000026822;2396,791286510000191;nan;-2,9719589
392;0;853711,789100000052713;988432,588800000026822;2413,330708510000022;nan;-3,4209538
393;0;853776,789100000052713;988432,588800000026822;2405,293700289999833;nan;-3,9698596
394;0;853841,789100000052713;988432,588800000026822;2404,289669979999871;nan;-4,4439330
395;0;853906,789100000052713;988432,588800000026822;2426,741006069999912;nan;-4,9970188
396;0;853971,789100000052713;988432,588800000026822;2466,405483149999782;nan;-5,4368949
397;0;854036,789100000052713;988432,588800000026822;2500,839023030000135;nan;-5,8702917
398;0;854101,789100000052713;988432,588800000026822;2532,998116509999818;nan;-6,2417741
399;0;854166,789100000052713;988432,588800000026822;2556,006730890000199;nan;-6,6751704
400;0;854231,789100000052713;988432,588800000026822;2592,091954859999987;nan;-6,8498893
401;0;854296,789100000052713;988432,588800000026822;2616,038321099999848;nan;-7,0078168
402;0;854361,789100000052713;988432,588800000026822;2636,912849459999961;nan;-7,1431832
403;0;854426,789100000052713;988432,588800000026822;2656,806471830000191;nan;-7,2600136
404;0;854491,789100000052713;988432,588800000026822;2651,964677510000001;nan;-7,2720900
405;0;854556,789100000052713;988432,588800000026822;2641,684737489999861;nan;-7,2861786
406;0;854621,789100000052713;988432,588800000026822;2639,890456409999842;nan;-7,2982550
407;0;854686,789100000052713;988432,588800000026822;2634,226567409999916;nan;-7,2451344
408;0;854751,789100000052713;988432,588800000026822;2614,646015209999860;nan;-7,1765599
409;0;854816,789100000052713;988432,588800000026822;2614,695503750000171;nan;-7,0965562
410;0;854881,789100000052713;988432,588800000026822;2626,572771839999859;nan;-7,0162458
411;0;854946,789100000052713;988432,588800000026822;2633,292940169999838;nan;-6,8540931
412;0;855011,789100000052713;988432,588800000026822;2626,880135809999956;nan;-6,7151055
413;0;855076,789100000052713;988432,588800000026822;2614,489610730000095;nan;-6,5529528
414;0;855141,789100000052713;988432,588800000026822;2584,151092399999925;nan;-6,1934190
415;0;855206,789100000052713;988432,588800000026822;2552,573957820000032;nan;-5,6453118
416;0;855271,789100000052713;988432,588800000026822;2521,026582229999804;nan;-5,1755061
417;0;855336,789100000052713;988432,588800000026822;2511,684933420000107;nan;-4,6114006
418;0;855401,789100000052713;988432,588800000026822;2510,023686900000030;nan;-4,0456047
419;0;855466,789100000052713;988432,588800000026822;2514,697283529999822;nan;-3,3855095
420;0;855531,789100000052713;988432,588800000026822;2534,948345880000034;nan;-2,8197138
421;0;853646,789100000052713;988498,588800000026822;2393,656921320000038;nan;-2,6593440
422;0;853711,789100000052713;988498,588800000026822;2413,846323109999958;nan;-3,0906959
423;0;853776,789100000052713;988498,588800000026822;2413,851595409999845;nan;-3,6158197
424;0;853841,789100000052713;988498,588800000026822;2403,039417120000053;nan;-4,0690517
425;0;853906,789100000052713;988498,588800000026822;2423,773017749999781;nan;-4,5978222
426;0;853971,789100000052713;988498,588800000026822;2454,008993859999919;nan;-5,0168171
427;0;854036,789100000052713;988498,588800000026822;2480,605082359999869;nan;-5,4257593
428;0;854101,789100000052713;988498,588800000026822;2512,601256790000207;nan;-5,7762809
429;0;854166,789100000052713;988498,588800000026822;2534,932501910000155;nan;-6,1852226
430;0;854231,789100000052713;988498,588800000026822;2565,914844590000030;nan;-6,3559833
431;0;854296,789100000052713;988498,588800000026822;2592,816352759999972;nan;-6,5132604
432;0;854361,789100000052713;988498,588800000026822;2611,417898369999875;nan;-6,6480689
433;0;854426,789100000052713;988498,588800000026822;2617,454556059999959;nan;-6,7633286
434;0;854491,789100000052713;988498,588800000026822;2626,370259870000154;nan;-6,7720852
435;0;854556,789100000052713;988498,588800000026822;2622,771061779999854;nan;-6,7823014
436;0;854621,789100000052713;988498,588800000026822;2618,322097530000065;nan;-6,7910585
437;0;854686,789100000052713;988498,588800000026822;2606,804408299999977;nan;-6,7294445
438;0;854751,789100000052713;988498,588800000026822;2588,518090370000209;nan;-6,6520052
439;0;854816,789100000052713;988498,588800000026822;2580,073410840000179;nan;-6,5616598
440;0;854881,789100000052713;988498,588800000026822;2569,832961850000174;nan;-6,4750109
441;0;854946,789100000052713;988498,588800000026822;2574,823963880000065;nan;-6,3202004
442;0;855011,789100000052713;988498,588800000026822;2572,788922820000153;nan;-6,1875057
443;0;855076,789100000052713;988498,588800000026822;2559,730982099999892;nan;-6,0326953
444;0;855141,789100000052713;988498,588800000026822;2551,740912560000197;nan;-5,7047067
445;0;855206,789100000052713;988498,588800000026822;2524,741303230000085;nan;-5,2081313
446;0;855271,789100000052713;988498,588800000026822;2512,165693739999824;nan;-4,7824955
447;0;855336,789100000052713;988498,588800000026822;2510,018217140000161;nan;-4,2701168
448;0;855401,789100000052713;988498,588800000026822;2512,678556379999918;nan;-3,7496581
449;0;855466,789100000052713;988498,588800000026822;2521,140732670000034;nan;-3,1424561
450;0;855531,789100000052713;988498,588800000026822;2546,475005360000068;nan;-2,6219974
451;0;853646,789100000052713;988564,588800000026822;2383,896802000000207;nan;-2,2946265
452;0;853711,789100000052713;988564,588800000026822;2404,143780809999953;nan;-2,7053952
453;0;853776,789100000052713;988564,588800000026822;2414,293910700000197;nan;-3,2027733
454;0;853841,789100000052713;988564,588800000026822;2403,772048039999845;nan;-3,6316900
455;0;853906,789100000052713;988564,588800000026822;2416,720179330000065;nan;-4,1320930
456;0;853971,789100000052713;988564,588800000026822;2439,324844100000064;nan;-4,5267262
457;0;854036,789100000052713;988564,588800000026822;2466,170791179999924;nan;-4,9071379
458;0;854101,789100000052713;988564,588800000026822;2486,198931280000124;nan;-5,2332053
459;0;854166,789100000052713;988564,588800000026822;2510,952838619999966;nan;-5,6136169
460;0;854231,789100000052713;988564,588800000026822;2536,927129130000139;nan;-5,7797599
461;0;854296,789100000052713;988564,588800000026822;2555,498921859999882;nan;-5,9362774
462;0;854361,789100000052713;988564,588800000026822;2573,728305120000186;nan;-6,0704355
463;0;854426,789100000052713;988564,588800000026822;2584,819382829999995;nan;-6,1838622
464;0;854491,789100000052713;988564,588800000026822;2592,368785969999863;nan;-6,1887465
465;0;854556,789100000052713;988564,588800000026822;2604,343333809999876;nan;-6,1944451
466;0;854621,789100000052713;988564,588800000026822;2600,156419160000041;nan;-6,1993294
467;0;854686,789100000052713;988564,588800000026822;2575,540174610000122;nan;-6,1278062
468;0;854751,789100000052713;988564,588800000026822;2565,060804350000126;nan;-6,0400252
469;0;854816,789100000052713;988564,588800000026822;2550,859969250000177;nan;-5,9376135
470;0;854881,789100000052713;988564,588800000026822;2536,020472279999922;nan;-5,8435702
471;0;854946,789100000052713;988564,588800000026822;2534,562196750000112;nan;-5,6973257
472;0;855011,789100000052713;988564,588800000026822;2534,582538640000166;nan;-5,5719728
473;0;855076,789100000052713;988564,588800000026822;2538,414378160000069;nan;-5,4257283
474;0;855141,789100000052713;988564,588800000026822;2530,816544239999985;nan;-5,1345415
475;0;855206,789100000052713;988564,588800000026822;2510,031033300000217;nan;-4,6980877
476;0;855271,789100000052713;988564,588800000026822;2509,519672779999837;nan;-4,3239837
477;0;855336,789100000052713;988564,588800000026822;2513,453027330000168;nan;-3,8719525
478;0;855401,789100000052713;988564,588800000026822;2519,749777840000206;nan;-3,4043870
479;0;855466,789100000052713;988564,588800000026822;2530,408253950000017;nan;-2,8588939
480;0;855531,789100000052713;988564,588800000026822;2558,308078149999801;nan;-2,3913283
