# X Y Z GravityAnomaly(mGal)
853646.789100,987574.588800,2253.857080,-26.164570
853711.789100,987574.588800,2303.202236,-27.507828
853776.789100,987574.588800,2336.124318,-29.838263
853841.789100,987574.588800,2374.590614,-33.322777
853906.789100,987574.588800,2417.415244,-37.836315
853971.789100,987574.588800,2465.793171,-36.989246
854036.789100,987574.588800,2500.245813,-36.491768
854101.789100,987574.588800,2530.622900,-37.167042
854166.789100,987574.588800,2588.997372,-40.321957
854231.789100,987574.588800,2635.885931,-42.905933
854296.789100,987574.588800,2681.544595,-40.735455
854361.789100,987574.588800,2707.567137,-40.185921
854426.789100,987574.588800,2699.575776,-40.938396
854491.789100,987574.588800,2680.765755,-42.106010
854556.789100,987574.588800,2658.281721,-43.601250
854621.789100,987574.588800,2633.324508,-45.506310
854686.789100,987574.588800,2611.510910,-45.033806
854751.789100,987574.588800,2591.872338,-43.429214
854816.789100,987574.588800,2589.242111,-42.917885
854881.789100,987574.588800,2595.346071,-42.695053
854946.789100,987574.588800,2576.790617,-40.656227
855011.789100,987574.588800,2535.250479,-38.203804
855076.789100,987574.588800,2496.535858,-37.598110
855141.789100,987574.588800,2461.193481,-38.206142
855206.789100,987574.588800,2455.951414,-37.741646
855271.789100,987574.588800,2458.273688,-36.508270
855336.789100,987574.588800,2462.788629,-34.756306
855401.789100,987574.588800,2477.038299,-32.106106
855466.789100,987574.588800,2495.865292,-28.884752
855531.789100,987574.588800,2537.701481,-25.366413
853646.789100,987640.588800,2253.739329,-28.562099
853711.789100,987640.588800,2304.584217,-29.975454
853776.789100,987640.588800,2346.233217,-33.080555
853841.789100,987640.588800,2386.759754,-37.730202
853906.789100,987640.588800,2419.160221,-42.121357
853971.789100,987640.588800,2473.888788,-40.420826
854036.789100,987640.588800,2509.990192,-39.777332
854101.789100,987640.588800,2551.735101,-41.095406
854166.789100,987640.588800,2597.223925,-44.913120
854231.789100,987640.588800,2643.134304,-46.494240
854296.789100,987640.588800,2707.513045,-43.117249
854361.789100,987640.588800,2742.035517,-42.653656
854426.789100,987640.588800,2737.402117,-43.289070
854491.789100,987640.588800,2713.553862,-44.384129
854556.789100,987640.588800,2679.504471,-46.472313
854621.789100,987640.588800,2653.540720,-48.560688
854686.789100,987640.588800,2625.657937,-50.942467
854751.789100,987640.588800,2601.857966,-48.786880
854816.789100,987640.588800,2596.000000,-47.948559
854881.789100,987640.588800,2597.021779,-47.362434
854946.789100,987640.588800,2581.622159,-45.136906
855011.789100,987640.588800,2541.398292,-41.927013
855076.789100,987640.588800,2501.818360,-40.980328
855141.789100,987640.588800,2470.537057,-41.606220
855206.789100,987640.588800,2476.604065,-40.577812
855271.789100,987640.588800,2492.546242,-38.495182
855336.789100,987640.588800,2491.158757,-36.811798
855401.789100,987640.588800,2486.012107,-34.800755
855466.789100,987640.588800,2493.424434,-31.500086
855531.789100,987640.588800,2510.406046,-27.636438
853646.789100,987706.588800,2274.672426,-29.639742
853711.789100,987706.588800,2306.086351,-31.870337
853776.789100,987706.588800,2348.192364,-35.398212
853841.789100,987706.588800,2386.587932,-40.269714
853906.789100,987706.588800,2436.385115,-44.596283
853971.789100,987706.588800,2485.337542,-42.590542
854036.789100,987706.588800,2520.770028,-42.334606
854101.789100,987706.588800,2550.092915,-43.846001
854166.789100,987706.588800,2611.642877,-48.937199
854231.789100,987706.588800,2677.069783,-46.803066
854296.789100,987706.588800,2731.488730,-45.080494
854361.789100,987706.588800,2751.922160,-45.810974
854426.789100,987706.588800,2749.574109,-46.420467
854491.789100,987706.588800,2726.285298,-46.898037
854556.789100,987706.588800,2696.731344,-48.381969
854621.789100,987706.588800,2660.524825,-51.125679
854686.789100,987706.588800,2630.406160,-53.760231
854751.789100,987706.588800,2615.754833,-53.296875
854816.789100,987706.588800,2602.649654,-51.779903
854881.789100,987706.588800,2597.600542,-50.692654
854946.789100,987706.588800,2579.729467,-48.274353
855011.789100,987706.588800,2544.562470,-45.028885
855076.789100,987706.588800,2505.625325,-43.514904
855141.789100,987706.588800,2478.530652,-43.794968
855206.789100,987706.588800,2481.378704,-42.951393
855271.789100,987706.588800,2511.319848,-40.142048
855336.789100,987706.588800,2515.959819,-37.992901
855401.789100,987706.588800,2507.394723,-35.920715
855466.789100,987706.588800,2509.958442,-32.729733
855531.789100,987706.588800,2521.939119,-28.963322
853646.789100,987772.588800,2305.911881,-30.575453
853711.789100,987772.588800,2330.310438,-33.735054
853776.789100,987772.588800,2361.986072,-37.907936
853841.789100,987772.588800,2381.125463,-41.704418
853906.789100,987772.588800,2427.539468,-47.236675
853971.789100,987772.588800,2494.230204,-44.223663
854036.789100,987772.588800,2527.340012,-44.394264
854101.789100,987772.588800,2558.957992,-46.422909
854166.789100,987772.588800,2635.136172,-51.378391
854231.789100,987772.588800,2683.321646,-48.622402
854296.789100,987772.588800,2722.368730,-47.583275
854361.789100,987772.588800,2753.974254,-48.382847
854426.789100,987772.588800,2761.371828,-49.240978
854491.789100,987772.588800,2739.491414,-49.151272
854556.789100,987772.588800,2704.589652,-50.181076
854621.789100,987772.588800,2669.634235,-52.696255
854686.789100,987772.588800,2642.708704,-55.069042
854751.789100,987772.588800,2641.423143,-55.152977
854816.789100,987772.588800,2633.813787,-55.440224
854881.789100,987772.588800,2618.178765,-54.923950
854946.789100,987772.588800,2603.869905,-52.609375
855011.789100,987772.588800,2562.890876,-48.325062
855076.789100,987772.588800,2528.537407,-45.692566
855141.789100,987772.588800,2497.653834,-44.950626
855206.789100,987772.588800,2483.876842,-44.619228
855271.789100,987772.588800,2499.530668,-42.519062
855336.789100,987772.588800,2520.931723,-39.537773
855401.789100,987772.588800,2526.548106,-36.763645
855466.789100,987772.588800,2526.313148,-33.649464
855531.789100,987772.588800,2533.954567,-30.029232
